EDAD;Gender;Education Level;Job Title;AÑOS EXP;Salario;Class;Salary;Years of Experience;Age
39;Female;Bachelor's Degree;Financial Manager;16;185000,00;Alto;De 143001 a 189000;De 15 a 21;De 34 a 41 años
26;Male;Bachelor's Degree;Product Designer;2;185000,00;Alto;De 143001 a 189000;De 0 a 7;De 26 a 33 años
31;Female;PhD;Data Scientist;8;185000,00;Alto;De 143001 a 189000;De 8 A 14;De 26 a 33 años
29;Male;Bachelor's Degree;Marketing Analyst;4;185000,00;Alto;De 143001 a 189000;De 0 a 7;De 26 a 33 años
33;Female;Master's Degree;Marketing Manager;9;185000,00;Alto;De 143001 a 189000;De 8 A 14;De 26 a 33 años
27;Male;Bachelor's Degree;Software Engineer;3;185000,00;Alto;De 143001 a 189000;De 0 a 7;De 26 a 33 años
36;Female;PhD;Research Scientist;12;185000,00;Alto;De 143001 a 189000;De 8 A 14;De 34 a 41 años
25;Male;Bachelor's Degree;Product Manager;1;185000,00;Alto;De 143001 a 189000;De 0 a 7;Menor o igual a 25
30;Female;Bachelor's Degree;Marketing Coordinator;5;185000,00;Alto;De 143001 a 189000;De 0 a 7;De 26 a 33 años
34;Male;PhD;Research Director;11;185000,00;Alto;De 143001 a 189000;De 8 A 14;De 34 a 41 años
28;Female;Bachelor's Degree;Marketing Analyst;3;185000,00;Alto;De 143001 a 189000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's Degree;Product Manager;7;185000,00;Alto;De 143001 a 189000;De 0 a 7;De 26 a 33 años
24;Female;High School;Receptionist;0;185000,00;Alto;De 143001 a 189000;De 0 a 7;Menor o igual a 25
37;Male;Master's Degree;Marketing Director;14;185038,00;Alto;De 143001 a 189000;De 8 A 14;De 34 a 41 años
39;Female;Bachelor's Degree;Financial Manager;16;185038,00;Alto;De 143001 a 189000;De 15 a 21;De 34 a 41 años
26;Male;Bachelor's Degree;Product Designer;2;185038,00;Alto;De 143001 a 189000;De 0 a 7;De 26 a 33 años
31;Female;PhD;Data Scientist;8;185038,00;Alto;De 143001 a 189000;De 8 A 14;De 26 a 33 años
29;Male;Bachelor's Degree;Marketing Analyst;4;185038,00;Alto;De 143001 a 189000;De 0 a 7;De 26 a 33 años
33;Female;Master's Degree;Marketing Manager;9;185119,00;Alto;De 143001 a 189000;De 8 A 14;De 26 a 33 años
27;Male;Bachelor's Degree;Software Engineer;3;185119,00;Alto;De 143001 a 189000;De 0 a 7;De 26 a 33 años
36;Female;PhD;Research Scientist;12;185462,00;Alto;De 143001 a 189000;De 8 A 14;De 34 a 41 años
25;Male;Bachelor's Degree;Product Manager;1;185982,00;Alto;De 143001 a 189000;De 0 a 7;Menor o igual a 25
30;Female;Bachelor's Degree;Marketing Coordinator;5;185982,00;Alto;De 143001 a 189000;De 0 a 7;De 26 a 33 años
34;Male;PhD;Research Director;11;185982,00;Alto;De 143001 a 189000;De 8 A 14;De 34 a 41 años
28;Female;Bachelor's Degree;Marketing Analyst;3;186321,00;Alto;De 143001 a 189000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's Degree;Product Manager;7;186610,00;Alto;De 143001 a 189000;De 0 a 7;De 26 a 33 años
24;Female;High School;Receptionist;0;186794,00;Alto;De 143001 a 189000;De 0 a 7;Menor o igual a 25
37;Male;Master's Degree;Marketing Director;14;186794,00;Alto;De 143001 a 189000;De 8 A 14;De 34 a 41 años
39;Female;Bachelor's Degree;Financial Manager;16;186794,00;Alto;De 143001 a 189000;De 15 a 21;De 34 a 41 años
26;Male;Bachelor's Degree;Product Designer;2;186963,00;Alto;De 143001 a 189000;De 0 a 7;De 26 a 33 años
31;Female;PhD;Data Scientist;8;186963,00;Alto;De 143001 a 189000;De 8 A 14;De 26 a 33 años
29;Male;Bachelor's Degree;Marketing Analyst;4;187081,00;Alto;De 143001 a 189000;De 0 a 7;De 26 a 33 años
33;Female;Master's Degree;Marketing Manager;9;187081,00;Alto;De 143001 a 189000;De 8 A 14;De 26 a 33 años
27;Male;Bachelor's Degree;Software Engineer;3;187120,00;Alto;De 143001 a 189000;De 0 a 7;De 26 a 33 años
36;Female;PhD;Research Scientist;12;187951,00;Alto;De 143001 a 189000;De 8 A 14;De 34 a 41 años
25;Male;Bachelor's Degree;Product Manager;1;188232,00;Alto;De 143001 a 189000;De 0 a 7;Menor o igual a 25
30;Female;Bachelor's Degree;Marketing Coordinator;5;188232,00;Alto;De 143001 a 189000;De 0 a 7;De 26 a 33 años
34;Male;PhD;Research Director;11;188288,00;Alto;De 143001 a 189000;De 8 A 14;De 34 a 41 años
28;Female;Bachelor's Degree;Marketing Analyst;3;188484,00;Alto;De 143001 a 189000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's Degree;Product Manager;7;188484,00;Alto;De 143001 a 189000;De 0 a 7;De 26 a 33 años
24;Female;High School;Receptionist;0;188651,00;Alto;De 143001 a 189000;De 0 a 7;Menor o igual a 25
37;Male;Master's Degree;Marketing Director;14;188651,00;Alto;De 143001 a 189000;De 8 A 14;De 34 a 41 años
39;Female;Bachelor's Degree;Financial Manager;16;190000,00;Muy Alto;De 189001 en adelante;De 15 a 21;De 34 a 41 años
26;Male;Bachelor's Degree;Product Designer;2;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
31;Female;PhD;Data Scientist;8;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
29;Male;Bachelor's Degree;Marketing Analyst;4;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
33;Female;Master's Degree;Marketing Manager;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
27;Male;Bachelor's Degree;Software Engineer;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
36;Female;PhD;Research Scientist;12;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
25;Male;Bachelor's Degree;Product Manager;1;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
30;Female;Bachelor's Degree;Marketing Coordinator;5;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
34;Male;PhD;Research Director;11;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
28;Female;Bachelor's Degree;Marketing Analyst;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's Degree;Product Manager;7;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
24;Female;High School;Receptionist;0;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
37;Male;Master's Degree;Marketing Director;14;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
39;Female;Bachelor's Degree;Financial Manager;16;190000,00;Muy Alto;De 189001 en adelante;De 15 a 21;De 34 a 41 años
29;Female;Bachelor's Degree;Marketing Coordinator;4;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
34;Male;Master's Degree;Software Engineer;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
28;Female;Bachelor's Degree;Product Manager;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
31;Male;PhD;Data Scientist;7;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
37;Female;Bachelor's Degree;Financial Analyst;12;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
30;Male;Bachelor's Degree;Marketing Analyst;4;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
33;Female;Master's Degree;Software Engineer;8;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
27;Male;Bachelor's Degree;Graphic Designer;2;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
30;Female;Bachelor's Degree;Product Manager;5;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
36;Male;PhD;Research Scientist;11;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
28;Male;Bachelor's Degree;Software Engineer;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Female;Bachelor's Degree;Marketing Manager;8;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
29;Male;Master's Degree;Financial Analyst;5;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
25;Female;Bachelor's Degree;Marketing Analyst;0;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
31;Male;Bachelor's Degree;Project Manager;6;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
35;Female;PhD;Research Director;12;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
28;Male;Bachelor's Degree;Software Engineer;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
33;Female;Master's Degree;Marketing Manager;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
29;Male;Bachelor's Degree;Marketing Analyst;4;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
25;Female;High School;Customer Service Representative;1;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
36;Male;PhD;Research Scientist;13;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
40;Female;Bachelor's Degree;Financial Manager;15;190000,00;Muy Alto;De 189001 en adelante;De 15 a 21;De 34 a 41 años
27;Male;Bachelor's Degree;Product Designer;1;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Female;PhD;Data Scientist;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
28;Male;Bachelor's Degree;Marketing Analyst;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Female;Bachelor's Degree;Product Manager;7;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
24;Male;High School;Delivery Driver;0;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
38;Male;Master's Degree;Marketing Director;14;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
40;Female;Bachelor's Degree;Financial Manager;16;190000,00;Muy Alto;De 189001 en adelante;De 15 a 21;De 34 a 41 años
27;Male;Bachelor's Degree;Product Designer;2;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Female;PhD;Data Scientist;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
29;Male;Bachelor's Degree;Marketing Analyst;4;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
33;Female;Master's Degree;Marketing Manager;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
27;Male;Bachelor's Degree;Software Engineer;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
36;Female;PhD;Research Scientist;13;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
25;Male;Bachelor's Degree;Product Manager;1;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
30;Female;Bachelor's Degree;Marketing Coordinator;5;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
34;Male;PhD;Research Director;12;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
28;Female;Bachelor's Degree;Marketing Analyst;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's Degree;Product Manager;7;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
24;Female;High School;Receptionist;0;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
38;Male;Master's Degree;Marketing Director;14;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
40;Female;Bachelor's Degree;Financial Manager;16;190000,00;Muy Alto;De 189001 en adelante;De 15 a 21;De 34 a 41 años
27;Male;Bachelor's Degree;Product Designer;2;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Female;PhD;Data Scientist;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
29;Male;Bachelor's Degree;Marketing Analyst;4;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
33;Female;Master's Degree;Marketing Manager;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
27;Male;Bachelor's Degree;Software Engineer;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
36;Female;PhD;Research Scientist;13;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
25;Male;Bachelor's Degree;Product Manager;1;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
30;Female;Bachelor's Degree;Marketing Coordinator;5;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
34;Male;PhD;Research Director;12;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
28;Female;Bachelor's Degree;Marketing Analyst;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's Degree;Product Manager;7;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
24;Female;High School;Receptionist;0;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
38;Male;Master's Degree;Marketing Director;14;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
40;Female;Bachelor's Degree;Financial Manager;16;190000,00;Muy Alto;De 189001 en adelante;De 15 a 21;De 34 a 41 años
27;Male;Bachelor's Degree;Product Designer;2;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Female;PhD;Data Scientist;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
29;Male;Bachelor's Degree;Marketing Analyst;4;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
33;Female;Master's Degree;Marketing Manager;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
27;Male;Bachelor's Degree;Software Engineer;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
36;Female;PhD;Research Scientist;13;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
25;Male;Bachelor's Degree;Product Manager;1;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
30;Female;Bachelor's Degree;Marketing Coordinator;5;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
34;Male;PhD;Research Director;12;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
28;Female;Bachelor's Degree;Marketing Analyst;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's Degree;Product Manager;7;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
24;Female;High School;Receptionist;0;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
38;Male;Master's Degree;Marketing Director;14;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
40;Female;Bachelor's Degree;Financial Manager;16;190000,00;Muy Alto;De 189001 en adelante;De 15 a 21;De 34 a 41 años
27;Male;Bachelor's Degree;Product Designer;2;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Female;PhD;Data Scientist;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
29;Male;Bachelor's Degree;Marketing Analyst;4;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
33;Female;Master's Degree;Marketing Manager;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
27;Male;Bachelor's Degree;Software Engineer;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
36;Female;PhD;Research Scientist;13;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
25;Male;Bachelor's Degree;Product Manager;1;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
30;Female;Bachelor's Degree;Marketing Coordinator;5;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
34;Male;PhD;Research Director;12;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
28;Female;Bachelor's Degree;Marketing Analyst;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's Degree;Product Manager;7;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
24;Female;High School;Receptionist;0;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
38;Male;Master's Degree;Marketing Director;14;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
40;Female;Bachelor's Degree;Financial Manager;16;190000,00;Muy Alto;De 189001 en adelante;De 15 a 21;De 34 a 41 años
27;Male;Bachelor's Degree;Product Designer;2;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Female;PhD;Data Scientist;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
29;Male;Bachelor's Degree;Marketing Analyst;4;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
33;Female;Master's Degree;Marketing Manager;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
27;Male;Bachelor's Degree;Software Engineer;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
36;Female;PhD;Research Scientist;13;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
25;Male;Bachelor's Degree;Product Manager;1;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
30;Female;Bachelor's Degree;Marketing Coordinator;5;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
34;Male;PhD;Research Director;12;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
28;Female;Bachelor's Degree;Marketing Analyst;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's Degree;Product Manager;7;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
24;Female;High School;Receptionist;0;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
38;Male;Master's Degree;Marketing Director;14;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
40;Female;Bachelor's Degree;Financial Manager;16;190000,00;Muy Alto;De 189001 en adelante;De 15 a 21;De 34 a 41 años
27;Male;Bachelor's Degree;Product Designer;2;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Female;PhD;Data Scientist;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
29;Male;Bachelor's Degree;Marketing Analyst;4;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
33;Female;Master's Degree;Marketing Manager;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
27;Male;Bachelor's Degree;Software Engineer;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
36;Female;PhD;Research Scientist;13;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
25;Male;Bachelor's Degree;Product Manager;1;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
30;Female;Bachelor's Degree;Marketing Coordinator;5;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
34;Male;PhD;Research Director;12;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
28;Female;Bachelor's Degree;Marketing Analyst;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's Degree;Product Manager;7;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
24;Female;High School;Receptionist;0;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
38;Male;Master's Degree;Marketing Director;14;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
40;Female;Bachelor's Degree;Financial Manager;16;190000,00;Muy Alto;De 189001 en adelante;De 15 a 21;De 34 a 41 años
27;Male;Bachelor's Degree;Product Designer;2;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Female;PhD;Data Scientist;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
29;Male;Bachelor's Degree;Marketing Analyst;4;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
33;Female;Master's Degree;Marketing Manager;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
27;Male;Bachelor's Degree;Software Engineer;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
36;Female;PhD;Research Scientist;13;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
25;Male;Bachelor's Degree;Product Manager;1;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
30;Female;Bachelor's Degree;Marketing Coordinator;5;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
34;Male;PhD;Research Director;12;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
28;Female;Bachelor's Degree;Marketing Analyst;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's Degree;Product Manager;7;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
24;Female;High School;Receptionist;0;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
38;Male;Master's Degree;Marketing Director;14;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
40;Female;Bachelor's Degree;Financial Manager;16;190000,00;Muy Alto;De 189001 en adelante;De 15 a 21;De 34 a 41 años
26;Female;Master's Degree;Software Engineer;2;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
39;Male;PhD;Research Scientist;14;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
32;Female;Bachelor's Degree;Marketing Manager;7;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
28;Male;Bachelor's Degree;Graphic Designer;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
35;Female;Master's Degree;Data Scientist;10;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
29;Male;Bachelor's Degree;Marketing Analyst;4;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
33;Female;Master's Degree;Product Manager;8;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
27;Male;Bachelor's Degree;Software Engineer;2;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
36;Female;PhD;Research Director;12;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
24;Male;High School;Delivery Driver;0;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
38;Male;Master's Degree;Marketing Director;14;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
40;Female;Bachelor's Degree;Financial Manager;16;190000,00;Muy Alto;De 189001 en adelante;De 15 a 21;De 34 a 41 años
27;Male;Bachelor's Degree;Product Designer;2;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Female;PhD;Data Scientist;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
29;Male;Bachelor's Degree;Marketing Analyst;4;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
33;Female;Master's Degree;Marketing Manager;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
27;Male;Bachelor's Degree;Software Engineer;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
36;Female;PhD;Research Scientist;13;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
25;Male;Bachelor's Degree;Product Manager;1;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
30;Female;Bachelor's Degree;Marketing Coordinator;5;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
34;Male;PhD;Research Director;12;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
28;Female;Bachelor's Degree;Marketing Analyst;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's Degree;Product Manager;7;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
24;Female;High School;Receptionist;0;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
38;Male;Master's Degree;Marketing Director;14;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
40;Female;Bachelor's Degree;Financial Manager;16;190000,00;Muy Alto;De 189001 en adelante;De 15 a 21;De 34 a 41 años
27;Male;Bachelor's Degree;Product Designer;2;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Female;PhD;Data Scientist;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
29;Male;Bachelor's Degree;Marketing Analyst;4;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
33;Female;Master's Degree;Marketing Manager;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
27;Male;Bachelor's Degree;Software Engineer;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
36;Female;PhD;Research Scientist;13;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
25;Male;Bachelor's Degree;Product Manager;1;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
30;Female;Bachelor's Degree;Marketing Coordinator;5;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
34;Male;PhD;Research Director;12;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
28;Female;Bachelor's Degree;Marketing Analyst;3;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's Degree;Product Manager;7;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
24;Female;High School;Receptionist;0;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;Menor o igual a 25
38;Male;Master's Degree;Marketing Director;14;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 34 a 41 años
40;Female;Bachelor's Degree;Financial Manager;16;190000,00;Muy Alto;De 189001 en adelante;De 15 a 21;De 34 a 41 años
27;Male;Bachelor's Degree;Product Designer;2;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
32;Female;PhD;Data Scientist;9;190000,00;Muy Alto;De 189001 en adelante;De 8 A 14;De 26 a 33 años
29;Male;Bachelor's Degree;Marketing Analyst;4;190000,00;Muy Alto;De 189001 en adelante;De 0 a 7;De 26 a 33 años
